approved_id,KEGGID,ChEMBLID,compound_name,smiles
approved_2759,D08865,CHEMBL2028661,azilsartan kamedoxomil,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
approved_2760,D08870,,belinostat,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
approved_2761,D08872,,besifloxacin hydrochloride,NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
approved_2762,D08873,CHEMBL512351,betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
approved_2763,D08876,,boceprevir,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
approved_2764,D08879,,brivaracetam,CCCC1CC(=O)N(C(CC)C(N)=O)C1
approved_2765,D08880,,carfilzomib,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1
approved_2766,D08884,,ceftaroline fosamil,CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)([O-])O)n1
approved_2767,D08890,CHEMBL1201745,choline fenofibrate,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
approved_2768,D08892,CHEMBL1237132,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
approved_2769,D08897,,dapagliflozin,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1
approved_2770,D08914,,eribulin mesilate,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4
approved_2771,D08923,,fesoterodine fumarate,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1
approved_2772,D08956,,omacetaxine mepesuccinate,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4
approved_2773,D08958,,ospemifene,OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
approved_2774,D08964,CHEMBL1214124,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
approved_2775,D08965,,none,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
approved_2776,D08969,CHEMBL2448613,pimavanserin tartrate,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
approved_2777,D08971,CHEMBL18442,plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
approved_2778,D08976,CHEMBL43452,pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
approved_2779,D08988,,rolapitant hydrochloride,CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
approved_2780,D09012,,telaprevir,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
approved_2781,D09017,,ticagrelor,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1
approved_2782,D09032,,vinflunine ditartrate,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32
approved_2783,D09033,,voclosporin,C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
approved_2784,D09198,,minodronic acid hydrate,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
approved_2785,D09208,,cetilistat,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1
approved_2786,D09319,,indacaterol maleate,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2
approved_2787,D09323,CHEMBL256997,ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
approved_2788,D09327,,cositecan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C
approved_2789,D09331,CHEMBL2105638,delafloxacin meglumine,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
approved_2790,D09336,,elagolix sodium,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC(NCCCC(=O)O)c3ccccc3)c2=O)c1F
approved_2791,D09348,CHEMBL3989516,fostamatinib sodium hydrate,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
approved_2792,D09353,,levomefolic acid,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
approved_2793,D09355,,linaclotide,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2
approved_2794,D09360,,obeticholic acid,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12
approved_2795,D09385,,talarozole,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1
approved_2796,D09388,,tasimelteon,CCC(=O)NCC1CC1c1cccc2c1CCO2
approved_2797,D09393,,ingenol mebutate,CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C
approved_2798,D09394,,fidaxomicin,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O
approved_2799,D09400,,degarelix acetate,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O
approved_2800,D09535,,mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1
approved_2801,D09537,,favipiravir,NC(=O)c1nc(F)c[nH]c1=O
approved_2802,D09539,CHEMBL1628502,gabapentin enacarbil,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
approved_2803,D09544,CHEMBL3990047,ozenoxacin,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C
approved_2804,D09546,,edoxaban tosilate hydrate,CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
approved_2805,D09566,,linagliptin,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
approved_2806,D09569,CHEMBL41355,retigabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
approved_2807,D09570,CHEMBL1742423,bilastine,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
approved_2808,D09572,CHEMBL2107834,riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
approved_2809,D09592,,canagliflozin,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
approved_2810,D09598,,tebipenem pivoxil,CC(O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)C(C)C12
approved_2811,D09612,,eslicarbazepine acetate,CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21
approved_2812,D09617,,florbetapir f-18,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1
approved_2813,D09638,CHEMBL2105662,lomitapide mesilate,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
approved_2814,D09673,CHEMBL2103837,tafamidis,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
approved_2815,D09686,,tedizolid phosphate,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1
approved_2816,D09687,,ulipristal acetate,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
approved_2817,D09699,CHEMBL439849,vilazodone hydrochloride,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
approved_2818,D09701,,abiraterone acetate,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1
approved_2819,D09720,,rilpivirine,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
approved_2820,D09728,CHEMBL288441,bosutinib hydrate,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
approved_2821,D09730,CHEMBL521686,olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
approved_2822,D09731,,crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
approved_2823,D09733,,afatinib maleate,CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1
approved_2824,D09753,,saxagliptin hydrate,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2
approved_2825,D09755,,cabazitaxel,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
approved_2826,D09766,,vorapaxar sulfate,CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1
approved_2827,D09783,,tofacitinib citrate,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
approved_2828,D09785,,delamanid,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
approved_2829,D09786,,topiroxostat,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
approved_2830,D09873,,bedaquiline fumarate,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12
approved_2831,D09876,,cariprazine hydrochloride,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
approved_2832,D09881,,cobicistat,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
approved_2833,D09894,,eliglustat tartrate,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
approved_2834,D09916,CHEMBL2010601,ivacaftor,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
approved_2835,D09920,CHEMBL2105704,lenvatinib mesilate,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
approved_2836,D09921,CHEMBL2105720,lesinurad,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
approved_2837,D09940,,omadacycline tosylate,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
approved_2838,D09951,CHEMBL1171837,ponatinib hydrochloride,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
approved_2839,D09956,,quizartinib hydrochloride,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
approved_2840,D09960,,ruxolitinib phosphate,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
approved_2841,D09974,,telotristat ethyl,CCOC(=O)C(N)Cc1ccc(-c2cc(OC(c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1
approved_2842,D09978,,tofogliflozin hydrate,CCc1ccc(Cc2ccc3c(c2)C2(OC3)OC(CO)C(O)C(O)C2O)cc1
approved_2843,D09985,,uridine triacetate,CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O
approved_2844,D09987,,vaniprevir,CCC1CC1(NC(=O)C1CCC2OC(=O)N3Cc4cccc(c4C3)CCCCC(C)(C)COC(=O)NC(C(C)(C)C)C(=O)N21)C(=O)NS(=O)(=O)C1CC1
approved_2845,D09992,CHEMBL473417,vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
approved_2846,D09994,CHEMBL238804,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
approved_2847,D09996,CHEMBL1229517,vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
approved_2848,D10002,,florbetaben,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1
approved_2849,D10014,,ioflupane i 123,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF
approved_2850,D10019,,panobinostat lactate,Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1
approved_2851,D10020,,olodaterol hydrochloride,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1
approved_2852,D10021,,efinaconazole,C=C1CCN(C(C)C(O)(Cn2cncn2)c2ccc(F)cc2F)CC1
approved_2853,D10024,CHEMBL1614701,selumetinib sulfate,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
approved_2854,D10034,,tylvalosin tartrate,CCC1OC(=O)CC(OC(C)=O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC(C)C)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC
approved_2855,D10062,CHEMBL2103868,cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
approved_2856,D10066,,dolutegravir,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
approved_2857,D10070,,iofolastat i 123,O=C(O)CCC(NC(=O)NC(CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O
approved_2858,D10082,,suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1
approved_2859,D10093,,asunaprevir,C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
approved_2860,D10104,CHEMBL2105729,dabrafenib mesilate,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
approved_2861,D10105,,daclatasvir hydrochloride,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
approved_2862,D10127,CHEMBL2105745,glycerol phenylbutyrate,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
approved_2863,D10131,,ixazomib citrate,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1
approved_2864,D10135,CHEMBL2103873,macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
approved_2865,D10137,CHEMBL1946170,regorafenib hydrate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
approved_2866,D10152,CHEMBL2105748,prucalopride succinate,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
approved_2867,D10169,CHEMBL443052,tavaborole,OB1OCc2cc(F)ccc21
approved_2868,D10172,,teriflunomide,CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
approved_2869,D10176,CHEMBL2105741,trametinib dimethyl sulfoxide,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
approved_2870,D10179,,trelagliptin succinate,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O
approved_2871,D10181,CHEMBL1187833,umeclidinium bromide,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
approved_2872,D10184,CHEMBL2107387,vortioxetine,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
approved_2873,D10190,CHEMBL1289494,tivozanib hydrochloride,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
approved_2874,D10191,,safinamide mesilate,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
approved_2875,D10194,,remimazolam besilate,COC(=O)CCC1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21
approved_2876,D10195,,luseogliflozin hydrate,CCOc1ccc(Cc2cc(C3SC(CO)C(O)C(O)C3O)c(OC)cc2C)cc1
approved_2877,D10199,,tapentadol hydrochloride,CCC(c1cccc(O)c1)C(C)CN(C)C
approved_2878,D10200,,ipragliflozin l-proline,OCC1OC(c2ccc(F)c(Cc3cc4ccccc4s3)c2)C(O)C(O)C1O
approved_2879,D10218,CHEMBL1082407,enzalutamide,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
approved_2880,D10223,,ibrutinib,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
approved_2881,D10226,,sacubitril valsartan sodium hydrate,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C
approved_2882,D10228,CHEMBL3301611,amifampridine,Nc1ccncc1N
approved_2883,D10231,CHEMBL579205,flutemetamol f 18,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
approved_2884,D10307,CHEMBL2105758,avatrombopag maleate,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1
approved_2885,D10308,CHEMBL2105759,baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
approved_2886,D10309,CHEMBL2105760,brexpiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
approved_2887,D10364,CHEMBL2219425,aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
approved_2888,D10366,,sofosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1
approved_2889,D10372,CHEMBL189963,palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
approved_2890,D10374,,lifitegrast,CS(=O)(=O)c1cccc(CC(NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
approved_2891,D10375,,naloxegol oxalate,C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5
approved_2892,D10396,,nintedanib ethanesulfonate,COC(=O)c1ccc2c(C(=Nc3cccc(N(C)C(=O)CN4CCN(C)CC4)c3)c3ccccc3)c(O)[nH]c2c1
approved_2893,D10403,,eluxadoline,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O
approved_2894,D10421,,eravacycline dihydrochloride,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4CC3CC12
approved_2895,D10424,CHEMBL3039520,lasmiditan succinate,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
approved_2896,D10433,,vibegron,O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21
approved_2897,D10441,,latanoprostene bunod,O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-]
approved_2898,D10450,CHEMBL1738797,alectinib hydrochloride,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
approved_2899,D10451,,olanexidine gluconate,CCCCCCCCN=C(N)NC(N)=NCc1ccc(Cl)c(Cl)c1
approved_2900,D10459,,empagliflozin,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O
approved_2901,D10463,,ripasudil hydrochloride hydrate,CC1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
approved_2902,D10466,,vonoprazan fumarate,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
approved_2903,D10469,,simeprevir sodium,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
approved_2904,D10476,,lusutrombopag,CCCCCCOC(C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)n2)c1OC
approved_2905,D10478,,naldemedine tosylate,CC(C)(NC(=O)C1=C(O)C2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C3(O)C1)c1nc(-c2ccccc2)no1
approved_2906,D10481,,nintedanib,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
approved_2907,D10492,,tildipirosin,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CCCCC2)CC(C)C(=O)C=CC(C)=CC1CN1CCCCC1
approved_2908,D10497,,pasireotide diaspartat,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O
approved_2909,D10511,,afamelanotide,CCCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(C)=O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)C
approved_2910,D10514,,dacomitinib hydrate,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1
approved_2911,D10549,,cabotegravir sodium,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
approved_2912,D10551,CHEMBL2403108,ceritinib,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
approved_2913,D10560,,idelalisib,CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
approved_2914,D10562,,macimorelin acetate,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O
approved_2915,D10564,,amenamevir,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1
approved_2916,D10575,,finafloxacin,N#Cc1c(N2CC3NCCOC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
approved_2917,D10581,CHEMBL3544985,dasabuvir sodium hydrat,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
approved_2918,D10593,,roxadustat,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
approved_2919,D10604,CHEMBL3187723,binimetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21
approved_2920,D10605,,tenofovir alafenamide fumarate,CC(C)OC(=O)C(C)NP(=O)(COC(C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
approved_2921,D10615,,cobimetinib fumarate,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1
approved_2922,D10624,CHEMBL2364608,doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
approved_2923,D10625,,elbasvir,COC(=O)NC(C(=O)N1CCCC1C1=NCC(c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)=N1)C(C)C
approved_2924,D10633,,finerenone,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2
